filePath,HEADER,START,END,REGION(S)-,NATION(S)-,ACTOR(S)-,COMMITTER(S)-,LOCATION(S)-,INTERVENOR(S)-,MODE-,MAGNITUDE-,COMBATANTS-,DEATHS-,FORCE-,ISSUE(S)-,OUTCOME(S)-,SOURCE(S)-
5-ocr-split/0024.tif-1.txt,@\ . PROVINCIAL AUTONOMY STRUGGLE 1819 to 1820,1819,1820,Americas,ARGENTINA,(s)- PROVINCES-ARGENTINA BUENOS AIRES FORCES,PROVINCES-ARGENTINA,ARGENTINA,,Primarily Internal,12,0,1000,Ground Forces,Territory-Population,Compromise Conmitter,3
5-ocr-split/0024.tif-2.txt,"(),3RUTISH CONQUEST OF INDIA 1819 to 1849",1819,1849,Asia,BRITAIN INDIA,(s)- SIKHS-INDIA PUNJABS-INDIA,BRITAIN,INDIA,,Colonial,720,300000,4000,Ground Forces,Internal Tension Colonial,Successful Conmitter,1
5-ocr-split/0024.tif-3.txt,- ALEPPO 1819 to 1820,1819,1820,Mid. East,TURKEY,(s)- CHURCHID PASHA-TURK.,| CHURCHID PASHA-TURK.,TURKEY,,Primarily Internal,12,0,1000,Grourd Forces,Internal Tension,Campramise Cammitter,3
5-ocr-split/0024.tif-4.txt,-CADIZ REVOLT AND FRENCH INTERVENTION Jan. 1820 to 1823,1820,1823,Europe,SPAIN FRANCE,CARLISTS-SPAIN REPUBLICANS-SPAIN,| REPUBLICANS-SPAIN,SPAIN,FRANCE,Internal(External Invol.),62,150000,4000,Ground Forces,Elite Social Economical,Unsuccess. Committer,1
5-ocr-split/0025.tif-1.txt,"- B24 -
85.EGYPT-SUDAN WAR INVOLVING KORDOFAN Feb. 1820 to 1821",1820,1821,Mid. East,EGYPT SUDAN,(s)- MAMALUKES-BGYPT,EGYPT,SUDAN,,Colonial,32,20000,10000,Ground Forces,Colonial,Successful Camitter,1
5-ocr-split/0025.tif-2.txt,86.MARCH ON NAPLES AND SICILY 1820 to 1821,1820,1821,Europe,"NAPLES AUSTRIA-HUNGARY
Two SICILIES",CARBONARISTS-NAPLES KING FERDINAND-AUST.,AUSTRIA-HUNGARY,NAPLES TWO SICILIES,,Conventional Interstate,36,0,1000,Ground Forces,Elite,Successful Committer,2 3
5-ocr-split/0025.tif-3.txt,87 .NUBIA 1820 to 1822,1820,1822,Mid. East,EGYPT,"NUBIANS-HGYPT MEHEMET ALI-HSYPT
MAMALUKES-BGYPT",MEHEMET ALI-BGYPT,EGYPT,,Primarily Internal,24,0,1000,Ground Forces,"Internal Tension Territory-Population
Elite",Compromise Conmmitter,3
5-ocr-split/0025.tif-4.txt,88 . BALKANS 1820 to 1822,1820,1822,Mid. East,TURKEY,(s)- ALI PASHA-TURKEY,ALI PASHA-TURKEY,TURKEY,,Primarily Interal,24,0,1000,Ground Forces,Internal Tension Elite,Unsuccess. Conmitter,3
5-ocr-split/0026.tif-1.txt,we aeCLUTION IN PORTUGAL Aug. 1820 to 1921,1820,1921,PORTUGAL,"PORTUGAL
“xe Primarily Internal Magnitude- 10 Combatants- 20000",,PORTUGAL,,,,,,O,Ground Forces,,Successful Conmmitter,1
5-ocr-split/0026.tif-2.txt,COS GN SARDINIA BY AUSTRIA 1821 to 1821,1821,1821,Europe,SARDINIA-PIEDMONT AUSTRIA-HUNGARY,CARBONARISTS-SARD. KING CHARLES FELIX-A,AUSTRIA-HUNGARY,ITALY/SARDINIA,AUSTRIA-HUNGARY,Conventional Interstate,9,0,1000,Ground Forces,Territory-Population,Successful Committer,2 3
5-ocr-split/0026.tif-3.txt,GJMALAY-THAI WAR 1821 to 1821,1821,1821,Asia,"MALAYSI (MALAYA) BRITAIN
THAILAND",SIKHS-INDIA,| MALAYSI (MALAYA),MALAYSI (MALAYA),,Primarily Internal,18,0,1500,Ground Forces,Elite,Successful Committer,3
5-ocr-split/0026.tif-4.txt,7).WAR OF GREEK INDEPENDENCE Mar. 1821 to Apr. 1828,1821,1828,Europe,"TURKEY GREECE
RUSSIA (USSR) BRITAIN
FRANCE EGYPT",,GREECE,GREECE,RUSSIA (USSR) BRITAIN,Colonial,425,130000,15000,Naval Forces Ground Forces,Terxritory-Population Internal Tension,Successful Camitter,2 3
5-ocr-split/0027.tif-1.txt,93.MALAY PENINSULA 1821 to 1821,1821,1821,Asia,MALAYSI (MALAYA),SIAMESE-MALAYA KEDAH-MALAYA,SIAMESE-MALAYA,MALAYSI (MALAYA),,Primarily Internal,6,0,1000,Ground Forces,Internal Tension Territory-Population,Campranise Committer,3
5-ocr-split/0027.tif-2.txt,94. PERSIA-TURKEY 1821 to 1822,1821,1822,Mid. East,IRAN/PERSIA TURKEY,,IRAN/PERSIA,IRAN/PERSIA TURKEY,,Conventional Interstate,24,oO,1000,Ground Forces,Territory-Population,Compromise Committer,3
5-ocr-split/0027.tif-3.txt,95.REVOLT IN KASHAGARIA 1822 to 1828,1822,1828,Asia,CHINA,JEHANGIRS PARTY,CHINA,CHINA,,Primarily Internal,72,oO,25000,Ground Forces,Elite,Successful Canmitter,3
5-ocr-split/0027.tif-4.txt,96. FRANCO-SPANISH WAR Apr. 1823 to Nov. 1823,1823,1823,Europe,SPAIN FRANCE,ROYALISTS-SPAIN REPUBLICANS-SPAIN,SPAIN,SPAIN,FRANCE,Conventional Interstate,11,370000,1000,Ground Forces,"Internal Tension Territory-Population
Elite",Unsuccess. Conmitter,2 3
5-ocr-split/0028.tif-1.txt,97 .FIRST ANGLO-BURMESE CAMPAIGN Sep. 1823 to Feb. 1826,1823,1826,Asia,"BRITAIN BURMA.
INDIA",,BRITAIN,BURMA,,Imperial,87,120000,15000,Ground Forces,Internal Tension Colonial,Successful Conmmitter,2
5-ocr-split/0028.tif-2.txt,%.BRITISH-ASHANTI CAMPAIGN IN GHANA 1824 to 1826,1824,1826,Africa,BRITAIN GHANA,ASHANTI-GHANA,BRITAIN,GHANA,,Colonial,48,15000,2500,Ground Forces,Colonial,Successful Comitter,2
5-ocr-split/0028.tif-3.txt,"4, BRITISH-BHARTAPUR CAMPAIGN Jan. 1825 to 1826",1825,1826,Asia,BRITAIN INDIA,"SEPOYS-INDIA JAT HINDUS-INDIA
GURKHAS-INDIA",BRITAIN,INDIA,,Colonial,34,0,500,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0028.tif-4.txt,-% SOUTHERN CELEBES 1825 to 1825,1825,1825,Asia,INDONESIA HOLLAND,(s)- BONTANS- INDONESIA AUXILIARTES-HOLLAND,HOLLAND AUXILIARIES-HOLLAND,INDOWESIA,,Colonial,12,0,1000,Naval Forces Ground Forces,Colonial,Successful Conmitter,3
5-ocr-split/0029.tif-1.txt,101 .MASSACRES IN TASMANIA 1825 to 1830,1825,1830,Asia,BRITAIN TASMANTA,,BRITAIN,TASMANIA,,Primarily Internal,120,15000,2000,Ground Forces,Social Econanical Colonial,Successful Comnitter,1 3
5-ocr-split/0029.tif-2.txt,102.LA PLATA 1825 to 1828,1825,1828,Americas,"BRAZIL ARGENTINA
URUGUAY",,ARGENTINA URUGUAY,"BRAZIL ARGENTINA
URUGUAY",,Conventional Interstate,108,0,2000,Ground Forces,Territory-Population,Compromise Commnitter,3
5-ocr-split/0029.tif-3.txt,103.CENTRAL JAVA REVOLT Jul. 1825 to Mar. 1830,1825,1830,Asia,ROLLAND INDONESIA,"DIPA NEGARA COURT OF SOGAKARTA
AUXILIARTIES-ENG.",DIPA NEGARA,INDONESIA,,Colonial,112,40000,15000,Naval Forces Ground Forces,Social Econamical Colonial,Unsuccess. Conmitter,2 3
5-ocr-split/0029.tif-4.txt,104.DECEMBER UPRISING IN RUSSIA Dec. 1825 to Dec. 1825,1825,1825,Europe,RUSSIA (USSR),,RUSSIA (USSR),RUSSIA (USSR),,Primarily Internal,1,12000,500,Ground Forces,"Elite Internal Tension
Social Economical",Unsuccess. Committer,1
5-ocr-split/0030.tif-1.txt,“- MASSACRES OF JANISSARIES 1826 to 1826,1826,1826,Mid. East,TURKEY,JANISSARIES-TURKEY,TURKEY,TURKEY,,Primarily Internal,6,150000,20000,Ground Forces,Territory-Population,Successful Conmmitter,1 3
5-ocr-split/0030.tif-2.txt,LS. YUNSAM RIOTS 1826 to 1828,1826,1828,Asia,CHINA,MOSLEMS-CHINA,| MOSLEMS-CHINA,CHINA,,Primarily Internal,24,40000,20000,Ground Forces,Internal Tension Colonial,Unsuccess. Conmitter,1 ;
5-ocr-split/0030.tif-3.txt,.. »RUSSO-PERSIAN WAR Sep. 1826 to Feb. 1828,1826,1828,Mid. East,"RUSSIA (USSR) IRAN/PERSIA
ARMENIA",,RUSSIA (USSR),IRAN/PERSIA,,Imperial,51,610000,7500,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0030.tif-4.txt,-%.CENTRAL AMERICA 1827 to 1829,1827,1829,Americas,"COSTA RICA GUATEMALA
NICARAGUA HONDURAS",(s)- LIBERALS-CENT. AMER. CONSER.-CENT. AMER.,CONSER.-CENT. AMER.,"COSTA RICA GUATEMALA
NICARAGUA HONDURAS",,Primarily Internal,96,0,1000,Ground Forces,Social Economical Elite,Compromise Canmmitter,3
5-ocr-split/0031.tif-1.txt,109 .ALGIERS 1827 to 1830,1827,1830,Mid. East,ALGERIA FRANCE,,FRANCE,ALGERIA,,Colonial,72,0,1000,Grourd Forces,Colonial,Successful Caomitter,3
5-ocr-split/0031.tif-2.txt,110. INCIDENT AT NAVARINO BAY Oct. 1827 to Oct. 1827,1827,1827,Europe,"BRITAIN FRANCE
RUSSIA (USSR) TURKEY",,RUSSIA (USSR),TURKEY,,Internal(External Invol.),4,1185000,3200,Naval Forces ro?,Internal Tension Military-Strategic,Compromise Conmitter,2
5-ocr-split/0031.tif-3.txt,111.RUSSO-TURKISH WAR Apr. 1828 to Sep. 1829,1828,1829,Mid. East,"RUSSIA (USSR) TURKEY
BULGARIA",,RUSSIA (USSR),TURKEY,,Conventional Interstate,51,830000,191000,Ground Forces,Territory-Population,Successful Conmitter,2 3
5-ocr-split/0032.tif-1.txt,":), MIGUELITE WAR 1828 to 1834
“a",1828,1834,Europe,"PORTUGAL SPAIN
BRITAIN FRANCE","MERCENARIES-FRANCE MERCENARTES-GERM.
GOVERN. -FRANCE LIBERALS-PORT.
SPANISH GOVERNMENT MERCENARIES-BELG.
GOVT .-ENGLAND DOM MIGUEL-PORT.",DOM MIGUEL-PORT.,"PORTUGAL,","BRITAIN FRANCE
SPAIN",Internal(External Invol.),180,40000,12000,Ground Forces,Elite,Unsuccess. Conmitter,2 3
5-ocr-split/0032.tif-2.txt,-2 BUENOS AIRES TROUBLES AND CIVIL WAR 1828 to 1831,1828,1831,Americas,ARGENTINA,"UNITARISTS-ARGENTINA FEDERALISTS-ARGENT.
PROVINCES-ARGENTINA BUENOS AIRES FORCES",PROVINCES-ARGENTINA UNITARISTS-ARGENTINA,ARGENTINA,,Primarily Internal,36,0,1500,Ground Forces,Elite,Compromise Conmitter,3
5-ocr-split/0032.tif-3.txt,-+-CAMPAIGN BY SAYYID SAID OF MUSCAT 1829 to 1837,1829,1837,Africa,ZANZIBAR,NATIVES-ZANZIBAR ARABS,ARABS,ZANZIBAR,,Imperial,96,0,1000,Ground Forces,Colonial,Successful Comnitter,3
5-ocr-split/0033.tif-1.txt,"- B32 -
115.CHILE CIVIL WAR 1829 to 1830",1829,1830,Americas,CHILE,FREIRE FORCES-CHILE PRIETO FORCES-CHLLE,PRIETO FORCES-CHILE,CHILE,,Primarily Internal,12,0,100,Ground Forces,Elite,Compromise Conmitter,3
5-ocr-split/0033.tif-2.txt,116.CAUCASIAN CAMPAIGNS 1829 to 1840,1829,1840,Europe,RUSSIA (USSR) CAUCASUS,,RUSSIA (USSR),CAUCASUS,,Primarily Internal,264,30000,100000,Ground Forces,Military-Strategic Territory-Population,Unsuccess. Committer,1 3
5-ocr-split/0033.tif-3.txt,117.MEXICO WARS AND REVOLTS Aug. 1829 to Oct. 1835,1829,1835,Americas,"MEXICO SPAIN
CUBA",,MEXICO,MEXICO,SPAIN CUBA,Primarily Internal,148,0,800,Ground Forces,Colonial,Canpramise Committer,3
5-ocr-split/0033.tif-4.txt,118.KHOJA YUSUF INVASION-CHINESE TURKESTAN 1830 to 1831,1830,1831,Asia,CHINA,KBOJAS-CHINA,KHOJAS-CHINA,CHINA,,Internal(External Invol.),12,50000,10000,Ground Forces,Social Economical,Campramise Conmitter,1 3
5-ocr-split/0034.tif-1.txt,_13.CONQUEST OF ALGERIA Jun. 1830 to 1864,1830,1864,"FRANCE ALGERIA
MOROCCO",,"ABDEL KADER-ALGERIA GOVT.-MOROCCO
MERCENARTES-N. AFRICA",FRANCE,ALGERTA,,Imperial,1224,60000,300000,Ground Forces,Colonial,Successful Committer,1 3
5-ocr-split/0034.tif-2.txt,- BOGNTA 1830 to 1831,1830,1831,Mid. East,BOSNIA TURKEY,(s)- HERZBEGOVIANS,BOSNIA,BOSNIA,,Conventional Interstate,24,0,1000,Ground Forces,Territory-Population,Unsuccess. Conmitter,3
5-ocr-split/0034.tif-3.txt,JULY INSURRECTION Jul. 1830 to Jul. 1830,1830,1830,Europe,FRANCE,REVOLUTIONARIES-FR. GOVERN .-FRANCE,REVOLUTIONARIES-FR.,FRANCE,,Primarily Internal,1,20000,1100,Ground Forces,Elite,Compromise Committer,1 3
5-ocr-split/0035.tif-1.txt,122.BELGIAN INDEPENDENCE Aug 1339 10 ec. 1€32,1339,1€32,Europe,"BRITALY FRANCE
HOLLAND",WALLOULS-BELG. FLEMINGS-BaLG.,"WALLOUNS-BELG. IL ELMINGS- BL.
MERCENARIES-BELG .",HOLLERT,BRITAIN FRALCE,Internal(External Invoi.),S€,60C0),10000,Ground Forces,Colonial Social Eoonami.cal,Successful Cammicter,2 3
5-ocr-split/0035.tif-2.txt,123.POLISH UPRISING Nov. 1830 to Sep. 1331,1830,1331,Europe,POLAND RUSSIA (USSR),,POLAND,POLAND,,Primarily Internal,26,60CCC,21000,Ground Fores,Territory-Fopuletion Colcaial,Unsuccess. Camitcer,1 3
5-ocr-split/0035.tif-3.txt,124.BOLOGNA AND ROMAGNA RE/JOLTS Feb. i931 te Mar. 1€32,i931,1€32,Europe,"ITALY,’ SARDINIA SSANCE
AUSTR-iA -HINGART SARIN LA-PIELMONT
PAPAL STATES",ANTI-CIVINE FTS.-ITA CARS0NARI- ITALY,CARBCRIARI-ITALY ANTI-DIVINE RTS.-1TA,TTALY/SARDINIA,AUSIRIA-HUNSARY FRANCE,Internal(Extermal Invel.),52,409009,100,Ground Forces,Internal Tension Mexritory- Population,Unsuccess. Conmitrer,1
5-ocr-split/0036.tif-1.txt,:25.POLITICAL TROUBLES IN FRANCE Feb. 1831 to Sep. 1835,1831,1835,Europe,FRANCE,,FRANCE,FRANCE,,Primarily Internal,55,50000,6000,Ground Forces,Social Econamical Elite,Unsuccess. Committer,1
5-ocr-split/0036.tif-2.txt,2% .REVOLUTION OF THE FARRAPOS 1831 to 1845,1831,1845,Americas,BRAZIL,FARRAPOS-BRAZIL GOVERN .-BRAZIL,FARRAPOS-BRAZIL,BRAZIL,,Primarily Internal,168,0,1000,Grourd Forces,Elite,Campramise Conmitter,3
5-ocr-split/0036.tif-3.txt,".),SYRIAN WAR (MEHEFMET ALI REVOLT) Nov. 1831 to Dec. 1832",1831,1832,Mid. East,"TURKEY SYRIA
EGYPT RUSSIA (USSR)
FRANCE BRITAIN",,TURKEY,SYRIA,"RUSSIA (USSR) FRANCE
BRITAIN",Colonial,59,280000,18300,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0036.tif-4.txt,-.RUSSO-TURKISH WAR Dec. 1832 to Jul. 19833,1832,19833,Mid. East,(s)- TURKEY RUSSIA (USSR),,TURKEY,TURKEY RUSSIA (USSR),,Conventional Interstate,14,150000,O,Ground Forces,"Territory-Population Military-Strategic
Opportunism",Unsuccess. Committer,1
5-ocr-split/0037.tif-1.txt,"- B36 -
129.NEGROES STRUGGLE AGAINST COLONIALISM 1833 to 1836",1833,1836,Africa,PORTUGAL MOZAMBIQUE,MATSHANGANA ZULUS,PORTUGAL,MOZAMBIQUE,,Colonial,72,0,1000,Groum Forces,Opportunism,Successful Committer,3
5-ocr-split/0037.tif-2.txt,.130.MASSACRE OF CHRISTIANS (ANNAM) 1833 to 1839,1833,1839,Asia,INDOCHINA/ANNAM FRANCE,ANNAMESE-INDOCHINA ANAMESE-CHRISTIANS,| ANNAMESE-INDOCHINA,INDOCHINA/ANNAM,FRANCE,Primarily Internal,108,20000,3000,Ground Forces,Social Economical,Successful Conmitter,1 3
5-ocr-split/0037.tif-3.txt,131 .BUENOS AIRES 1833 to 1834,1833,1834,Americas,ARGENTINA,(s)- INDIANS-ARGENTINA BUENOS AIRES FORCES,BUENOS AIRES FORCES,ARGENTINA,,Primarily Internal,12,0,- 1000,Ground Forces,Territory-Population,Campranise Committer,3
5-ocr-split/0037.tif-4.txt,132 .PALESTINE 1834 to 1834,1834,1834,Mid. East,EGYPT,FELLAHIN-BGYPT,FELLAHIN-HGYPT,EGYPT,,Primarily Internal,6,0,1000,Ground Forces .,Internal Tension Territory-Population,Unsuccess. Cammitter,3
5-ocr-split/0038.tif-1.txt,.33.FIRST CARLIST WAR 1834 to 1840,1834,1840,Europe,SPAIN BRITAIN,"MODERATES-SPAIN LIBERALS-SPAIN
CONSERVATIVES-SPAIN GOVT.-ENGLAND
BASQUE-SPAIN",SPAIN,SPAIN,BRITAIN,Primarily Internal,108,20000,3000,Ground Forces,Elite,Compromise Conmitter,2 3
5-ocr-split/0038.tif-2.txt,.4.FIGHT AGAINST KAFFIRS IN SOUTH AFRICA 1834 to 1846,1834,1846,Africa,BRITAIN SOUTH AFRICA,"BOERS ZULUS
HOTTENTOTS MATABELE",BRITAIN,"SOUTH AFRICA ,",,Colonial,288,40000,9500,Ground Forces,Territory-Population Colonial,Campromise Conmmitter,1 3
5-ocr-split/0038.tif-3.txt,.35.EGYPTIAN-TURKISH WAR Jun. 1834 to Nov. 1841,1834,1841,Mid. East,"BRITAIN TURKEY
AUSTRIA-HUNGARY EGYPT
RUSSIA (USSR) FRANCE
SYRIA LEBANON
GERMANY/PRUSSIA",MARONITES-LEBANON DRUSES OF LEBANON,BHGYPT,"TURKEY LEBANON
SYRIA","GERMANY/PRUSSIA RUSSIA (USSR)
FRANCE",Colonial,668,430000,100000,Naval Forces Ground Forces,Colonial Military-Strategic,Successful Conmitter,2 3
5-ocr-split/0039.tif-1.txt,"- B38 -
136.CONFLICT OVER TEXAS Oct. 1835 to Apr. 1836",1835,1836,Americas,MEXICO UNITED STATES,TEXAS,MEXICO,UNITED STATES,,Colonial,12,6000,2000,Ground Forces,Territory-Population Colonial,Unsuccess. Committer,2 3
5-ocr-split/0039.tif-2.txt,137. ARGENTINA-URUGUAY WAR OF LA PLATA Jan. 1836 to Feb. 1852,1836,1852,Americas,"URUGUAY BRAZIL
ARGENTINA FRANCE
BRITAIN","(s)- COLORADOS-URUGUAY FEDERALISTS-ARGENT.
UNITARISTS-ARGENTINA BLANCOS-URUGUAY",BLANCOS-URUGUAY FEDERALISTS-ARGENT.,URUGUAY ARGENTINA,"BRAZIL FRANCE
BRITAIN",Conventional Interstate,676,27000,11000,Ground Forces,Colonial,Successful Conmitter,1
5-ocr-split/0039.tif-3.txt,138.REVOLT IN BOSNIA 1836 to 1837,1836,1837,Europe,BOSNIA TURKEY,,BOSNIA,BOSNIA,,Primarily Internal,24,40000,3000:,Ground Forces,Colonial,Unsuccess. Conmitter,1
5-ocr-split/0040.tif-1.txt,"- B39 -
.39.CHILE-BOLIVIA WAR 1836 to 1839",1836,1839,Americas,"CHILE BOLIVIA
PERU",(s)- EXILES-PERU EXILES-CHILE,BOLIVIA,BOLIVIA CHILE,PERU,Conventional Interstate,90,40000,2400,Ground Forces,Elite,Successful Commnitter,l1 3
5-ocr-split/0040.tif-2.txt,.&.MA-KALANGA CONFLICT IN RHODESIA 1837 to 1837,1837,1837,Africa,RHODESIA/ZIMBABWE,MATABELE MA-KALANGA,MATABELE,RHODESIA/ZIMBABWE,,Conventional Interstate,6,0,1000,Ground Forces,Territory-Population,Successful Canmitter,3
5-ocr-split/0040.tif-3.txt,usFIRST BRITISH-PERSIAN-AFGHAN WAR 1837 to Oct. 1842,1837,1842,Asia,"BRITAIN AFGHANISTAN
TRAN/PERSIA INDIA","(s)- SUJA EXILES-AFGHAN. SIKHS-INDIA
INDIANS",AFGHANISTAN,AFGHANISTAN .,,Imperial,256,110000,20000,Ground Forces,Military-Strategic Colonial,Campromise Conmitter,2 3
5-ocr-split/0041.tif-1.txt,"- B40 -
142 .GUERRA GRANDE 1838 to 1850",142,1838,Americas,"ARGENTINA FRANCE
BRITAIN BRAZIL
URUGUAY","ROSSAS FORCES-ARGENT GARIBALDI-ITALY
BLANCOS-COLORADOS-U.",(s)- ROSSAS FORCES-ARGENT,ARGENTINA,"FRANCE BRITAIN
URUGUAY",Internal(External Invol.),504,0,28000,Naval Forces Ground Forces,Territory-Population Military-Strategic,Compromise Cammitter,2
5-ocr-split/0041.tif-2.txt,143.NATAL WAR 1838 to 1840,1838,1840,Africa,SOUTH AFRICA,WHITES-SOUTH AFRICA ZULUS,2ULUS,SOUTH AFRICA,,Primarily Internal,24,0,12000,Ground Forces,Territory-Population,Unsuccess. Cammitter,3
5-ocr-split/0041.tif-3.txt,144.ROSSO-KHIVAN EXPEDITION Jan. 1839 to Jan. 1842,1839,1842,Europe,RUSSIA (USSR),KHIVANS,RUSSIA (USSR),RUSSIA (USSR),,Imperial,36,0,5000,Ground Forces,Colonial,Unsuccess. Conmitter,2 3
5-ocr-split/0042.tif-1.txt,"- Bal -
© .SINGPHO REBELLION 1839 to 1839",1839,1839,Asia,INDIA,(s)- HINDIS-INDIA MOSLEMS- INDIA,HINDIS-INDIA,INDIA,,Conventional Interstate,6,0,500,Ground Forces,Social Econamical,Successful Comitter,3
5-ocr-split/0042.tif-2.txt,SEAT 1839 to 1839,,,Asia,BRITAIN INDIA,KHAN OF KHELAT SEPOYS- INDIA,BRITAIN SEPOYS-INDIA,INDIA .,,Colonial,12,0,500,Groum Forces,Colonial,Successful Committer,3
5-ocr-split/0042.tif-3.txt,*.COLOMBIA CIVIL WAR (NEW GRANADA) 1839 to 1842,1839,1842,Americas,COLOMBIA,OBANDO FORCES-CHILE MARQUEZ FORCES-CHILE,MARQUEZ FORCES-CHILE,COLOMBIA,,Primarily Internal,36,0,QO,Ground Forces,Elite,Unsuccess. Canmitter,3
5-ocr-split/0042.tif-4.txt,@.THE OPIUM WAR Feb. 1840 to Aug. 1842,1840,1842,Asia,BRITAIN CHINA,,BRITAIN,CHINA,,Imperial,60,980000,7000,Naval Forces Ground Forces,"Territory-Population Social Economical
Colonial Elite",Successful Conmitter,2 3
5-ocr-split/0043.tif-1.txt,149. NATIVE WARS IN RHODESIA 1840 to 1840,1840,1840,Africa,RHODESIA/2. IMBABWE,(s)- MATABELT MAASHONAS:,MATABELF,RHODES1A/ZIMBABWE,,Conventional Interstzte,6,0),1000,Greund Forsas,Colonial,Successful Committer,3
5-ocr-split/0043.tif-2.txt,15).DC3FA INVASTOM OF TIEET: 1é44 to 1044,1é44,1044,Asia,TIS IVDI4a,NOGRAS-INDIA,DIGRAS-TNDIA,(s)- T(BET,,Oomvertionzl Interstate,12,2,2700,Ground Forces,Tacritos-Popiilaion,Unsuccess. Committer’,3
5-ocr-split/0043.tif-3.txt,152. .BOSNIA JuL. 1841 to De. 1&4],,,Eaccpe,TURKEY BOSNT 2.,,TUREY,POSNZA,,Primarils Irtternal,30,0,s- 10060,Gam Forces,Colonial,Jasuccess. Conndtter,3
5-ocr-split/0043.tif-4.txt,152.LA PAZ Oct. 1841 to Now. i641,1841,i641,¢)-Americas,DERI,SANTA CFIMZ-ROLIVi?.,PER,EQLIVIA,,Irperial,1,6009,400,Grourcd Porces,Territory-Popyletion,Unsiccess. Commmitrer,2
5-ocr-split/0044.tif-1.txt,"- B43 -
.5.ANGLO-SINDIAN WAR IN INDIA Jan. 1843 to 1843",1843,1843,Asia,BRITAIN INDIA,SIND-INDIA RAUCHIS-INDIA,BRITAIN,INDIA,,Imperial,0,40000,30000,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0044.tif-2.txt,34.WAR OF SONDERBUND May. 1844 to Sep. 1848,1844,1848,Europe,SWITZERLAND,SONDERBOND-SWITZ.,| SONDERBOND-SWITZ.,SWITZERLAND,,Primarily Internal,52,60000,100,Ground Forces,Social Econamical,Unsuccess. Committer,1
5-ocr-split/0044.tif-3.txt,35.BRITISH CAMPAIGN AGAINST BOREAN PIRATES 1845 to 1845,1845,1845,Asia,BRITAIN INDONESIA,BORNEO PIRATES-INDON,BRITAIN,INDONESIA,,Unconventional Interstate,12,0,1000,Naval Forces,Colonial,Successful Conmitter,3
5-ocr-split/0044.tif-4.txt,156.SECOND DRUZE-MARONITE WAR 1845 to 1845,1845,1845,Mid. East,"SYRIA TURKEY
LEBANON",DRUSES OF LEBANON MARONITES-LEBANON,DRUSES OF LEBANON,SYRIA,,Primarily Internal,18,15000,1000,Ground Forces,Territory-Population,Unsuccess. Conmitter,1 3
5-ocr-split/0045.tif-1.txt,157.CONQUEST OF TURKESTAN 1845 to 1884,1845,1884,Mid. East,RUSSIA (USSR) TURKESTAN,,RUSSIA (USSR),TURKESTAN,,Imperial,936,50000,7000,Ground Forces,Colonial,Successful Committer,1
5-ocr-split/0045.tif-2.txt,158.FIRST BRITISH-SIKH WAR Dec. 1845 to Mar. 1846,1845,1846,Asia,BRITAIN INDIA,SIKHS-INDIA DARDS-INDIA,SIKHS-INDIA,INDIA,,Imperial,6,190000,2000,Ground Forces,Social Economical Colonial,Unsuccess. Camitter,2 3
5-ocr-split/0045.tif-3.txt,159.SECOND GALICIA WAR 1846 to 1846,1846,1846,Europe,AUSTRIA-HUNGARY POLAND,POLISH REVOLUTION POLISH NOBLES,AUSTRIA-HUNGARY,POLAND,,Conventional Interstate,12,0,2000,Ground Forces,Elite,Successful Committer,3
5-ocr-split/0045.tif-4.txt,160.MEXICAN-AMERICAN WAR May. 1846 to Feb. 1848,1846,1848,Americas,UNITED STATES MEXICO,,UNITED STATES,MEXICO,,Conventional Interstate,42,29000,21000,Ground Forces,Territory-Population,Successful Conmitter,2 3
5-ocr-split/0046.tif-1.txt,"- B45 -
1€1-BALI COLONIAL CONFLICT 1846 to 1849",1846,1849,Asia,HOLLAND INDONESIA,(s)- AUXILIARIES-HOLLAND BALI-INDONESIA,| BALI-INDONESIA,INDONESIA,,Colonial,72,0,1000,Naval Forces Ground Forces,Colonial,Unsuccess. Cammitter,3
5-ocr-split/0046.tif-2.txt,"162-KASHGARTA UPRISING (KHOJAS,MOSLEMS) 1847 to 1848",1847,1848,Asia,CHINA,KHOJAS-CHINA,CHINA,CHINA,,Primarily Internal,12,0,1000,Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0046.tif-3.txt,i63.REVOLUTION IN TWO-SICILIES/AUSTRIA Jan. 1848 to Sep. 1849,1848,1849,Europe,TWO SICILIES AUSTRIA,"ANTI-DIVINE RTS.-ITA SUP. DIVINE RTS-ITAL
SUP. DIVINE RTS .-AUS",ANTI-DIVINE RTS.-ITA,ITALY/SARDINIA,AUSTRIA,Primarily Internal,30,30000,3600,Ground Forces,"Internal Tension Social Economical
Elite",Successful Comnitter,1 3
